剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Item Rewards	网兜球		更适合用来捕捉水系、翼系精灵。⏎能够在空中直线飞行很远的距离。⏎Works best on Water- and Wing-class Jinies.⏎Flies in a straight line over long distances.		 		Net Pod		Approved	ネットオーブ		Approved	Cápsula de Mascota Enredadora		New	Jinikapsel (Netzmodell)		New	Capsulorbe réticulé		New	Amisfera de Rede		New	Сетчатая другосфера		New	Pod Sobat Net		New	네트 버디 팟			บัดดี้พอดตาข่าย		New	繩網球	
	Item Rewards	暗星球		更适合用来捕捉幽系、恶系精灵。⏎Works best on Shadow- and Havoc-class Jinies.		 		Darkstar Pod		Approved	アビスオーブ		New	Cápsula de Mascota Estrellascura		New	Jinikapsel (Dunkelsternmodell)		New	Capsulorbe noirastre		New	Amisfera Trevestrela		New	Темная звездная другосфера		New	Pod Sobat Gelap		New	다크스타 버디 팟			บัดดี้พอดดาร์คสตาร์		New	暗星球	
	Item Rewards	调温球		更适合用来捕捉火系、冰系精灵。⏎Works best on Fire- and Ice-class Jinies.		 		Thermal Pod		Approved	テンパーオーブ		New	Cápsula de Mascota Térmica		New	Jinikapsel (Thermalmodell)		New	Capsulorbe thermique		New	Amisfera Térmica		New	Термическая другосфера		New	Pod Sobat Termal		New	써멀 버디 팟			บัดดี้พอดเทอร์มอล		New	調溫球	
	Item Rewards	绝缘球		更适合用来捕捉电系、毒系精灵。⏎弹性十足，可以来回弹跳。⏎Works best on Electro- and Poison-class Jinies.⏎Bouncy and elastic.		 		Insulated Pod		Approved	アイソレートオーブ		New	Cápsula de Mascota Aislante		New	Jinikapsel (Isoliermodell)		New	Capsulorbe isolé		New	Amisfera Isolante		New	Изолированная другосфера		New	Pod Sobat Terasing		New	인슐레이티드 버디 팟			บัดดี้พอดฉนวน		New	絕緣球	
	Item Rewards	淘沙球		更适合用来捕捉地系、虫系的精灵。⏎抛物线近，但可以无视精灵察觉状态，在捕捉时获得未察觉修正加成。⏎Works best on Earth- and Bug-class Jinies.⏎Short parabolic arc, but ignores the Jini's alert state and grants an Undetected capture bonus.		 		Dune Pod		Approved	サンドオーブ		Approved	Cápsula de Mascota de Arena		New	Jinikapsel (Dünenmodell)		New	Capsulorbe dunique		New	Amisfera das Dunas		New	Песчаная другосфера		New	Pod Sobat Pasir		New	듄 버디 팟			บัดดี้พอดทราย		New	淘沙球	
	Item Rewards	变幻球		更适合用来捕捉幻系、机械系的精灵。⏎Works best on Stellar- and Mech-class Jinies.		 		Shift Pod		Approved	ミラージュオーブ		New	Cápsula de Mascota Cambiante		New	Jinikapsel (Wechselmodell)		New	Capsulorbe métamorphique		New	Amisfera Mutável		New	Сдвигающаяся другосфера		New	Pod Sobat Berubah		New	시프트 버디 팟			บัดดี้พอดแปรเปลี่ยน		New	變幻球	
	Item Rewards	棱镜球		百分百捕捉任一精灵。⏎可以将普通精灵转化为常规炫彩精灵⏎将精灵天分转化为“了不起的天分”，且3项个体指数值均为+10⏎Guaranteed capture.⏎Turns a regular Jini into a standard Iridescent Jini.⏎Converts Talent rating to Extraordinary and sets all three Individual Aptitudes to +10.		 		Prism Pod		Approved	プリズムオーブ		New	Cápsula de Mascota Prismática		New	Jinikapsel (Prismamodell)		New	Capsulorbe prismatique		New	Amisfera Prismática		New	Призматическая другосфера		New	Pod Sobat Prisma		New	프리즘 버디 팟			บัดดี้พอดปริซึม		New	稜鏡球	
	Item Rewards	可可果球		可可果节限时活动球，蓝球+可可果合成，捕捉概率同高级球		 		Tartpeach Pod		Approved	ココピーオーブ		Approved																									可可果球	
	Item Rewards	临时咕噜球		只在传说精灵对战中使用的特殊咕噜球。⏎A special Buddy Pod designed exclusively for battles against Legendary Jinies.		 		Temporary Pod		Approved				Cápsula de Mascota Temporal		New	Jinikapsel (Temporäres Modell)		New	Capsulorbe temporaire		New	Amisfera Temporária		New	Временная другосфера		New	Pod Sobat Sementara		New	임시 버디 팟			บัดดี้พอดชั่วคราว		New	臨時咕嚕球	
	Item Rewards	织梦棱镜球		百分百捕捉任一精灵。⏎可以将普通精灵转化为“暗夜拾光”精灵⏎将精灵天分转化为“了不起的天分”，且3项个体指数值均为+10⏎Guaranteed capture.⏎Turns a regular Jini into a Luminous Veil Jini.⏎Converts Talent rating to Extraordinary and sets all three Individual Aptitudes to +10.		 		Reverie Prism Pod	Reverie Prism Pod?	Approved	ドリームプリズムオーブ		New	Cápsula de Mascota Onírica		New	Jinikapsel (Träumereimodell)		New	Capsulorbe onirique		New	Amisfera Onírica		New	Другосфера мечты		New	Pod Sobat Impian		New	레버리 버디 팟			บัดดี้พอดดรีมปริซึม		New	織夢稜鏡球	
	Item Rewards	捕光球		BP投放的特殊外观的球种，使用效果为100%捕捉成功（不带改天分效果）⏎A special Buddy Pod with a unique look, available through the Roco Pass. Guaranteed capture (does not convert Talent rating).⏎SHOULD BE CONNECTED TO SEASON NAME		 		Ember Pod	是暗夜拾光赛季球，按照暗夜拾光的Embers in the night来找灵感。Ember Pod?⏎捕光球要根据赛季名称改	New	ルミナスオーブ		New	Cápsula de Mascota Luminosa		New	Jinikapsel (Leuchtmodell)		New	Capsulorbe luminique		New	Amisfera Luminosa		New	Световая другосфера		New	Pod Sobat Cahaya		New	루멘 버디 팟			บัดดี้พอดลูเมน		New	捕光球	
	Item Rewards	损坏的国王球		国王球合成材料⏎Crafting material for the King's Buddy Pod		 		King's Pod (Damaged)	看起来像Broken King的Pod	New				Cápsula de Mascota Dañada del Rey		New	Kaputtes Königsmodell		New	Capsulorbe brisé du roi		New	Amisfera do Rei Arruinado		New	Сломанная королевская другосфера		New	Pod Sobat Raja Rusak		New	부서진 킹스 버디 팟			บัดดี้พอดราชาที่เสียหาย		New	損壞的國王球	
	Item Rewards	分光水晶		分光球合成材料⏎Crafting material for the Prismatic Buddy Pod		 		Prismatic Shards		Approved	虹色の水晶		New	Fragmentos Prismáticos		New	Prismamodell-Scherben		New	Éclats prismatiques		New	Fragmentos Prismáticos		New	Призматические осколки		New	Serpihan Prismatik		New	프리즘 조각			คริสตัลกระจายแสง		New	分光水晶	
	Item Rewards	赛季棱镜球		必定成功，定制炫彩，赛季限定产出⏎文字包装：赛季主题相关词汇+棱镜球，每个赛季名称不同⏎S1赛季：织梦棱镜球⏎Guaranteed capture. A custom Iridescent pod exclusive to the current season.⏎Naming format: Season Theme + Prism Buddy Pod (name changes each season).⏎Example for S1: Reverie Buddy Pod. Naming follows a seasonal theme, but the final name drops the "Prism" term.		 		Seasonal Prism Pod	Seasonal Prism Pod是否更合适？	New				Cápsula de Mascota Prismática de Temporada		New	Jinikapsel (Saisonales Prismamodell)		New	Capsulorbe prismatique de saison		New	Amisfera Prismática da Temporada		New	Сезонная призматическая другосфера		New	Pod Sobat Prisma Musim		New	시즌 프리즘 버디 팟			บัดดี้พอดปริซึมประจำซีซัน		New	賽季稜鏡球	
	Item Rewards	契约印记		【稀兽花种】（每天大世界刷的）⏎【自选花种】（活动）⏎【命定花种】（七星精灵好数值）⏎【异色花种】（活动）⏎参与以上四个花种领取奖励的必要凭证。⏎A required item for claiming rewards from any of the following four Blossoms:⏎Jini Blossoms (spawns daily in the overworld)⏎Choice Blossoms (event)⏎Destiny Blossoms (high-stat 7-star Jinies)⏎Chromatic Blossoms (event)		 		Starseal		Approved	契約マーク⏎契約の印		New	Sello Estelar		New	Sternsiegel		New	Scellétoile		New	Selestelar		New	Звездная печать		New	Segel Bintang		New	별의 인장	顾虑전설의 별의 인장部分，建议简略为별 인장	Denied	ตราประทับพันธสัญญา		New	契約印記	
	Item Rewards	凝炼印记		参与花种挑战，领取奖励的必要凭证，使用后能获得双倍奖励。⏎A required item for claiming rewards from Blossom challenges. Grants double rewards when used.		 		Condensed Starseal		Approved				Sello Estelar Condensado		New	Konzentriertes Sternsiegel		New	Scellétoile concentré		New	Selestelar Condensado		New	Сжатая звездная печать		New	Segel Bintang Padat		New	응축된 별의 인장	建议简略为응축된 별 인장	Denied	ตราประทับควบแน่น		New	凝煉印記	
	Item Rewards	坠星遗石		恢复玩家契约印记的数量		 		Fallingstar Remnant		New	流れ星の遺石		New																									墜星遺石	
	Item Rewards	传说印记		参与【传说精灵调查】领取奖励的凭证⏎*商测版本用于【传说精灵调查】领取奖励的凭证【命定印记】改为【传说印记】⏎A required item for claiming rewards from Legendary Jini Fieldwork.⏎Note: The name has been changed from Fatebond to Legendary Starseal.		 		Legendary Starseal		Approved	レジェンドマーク		New	Sello Estelar Legendario		New	Legendär-Sternsiegel		New	Scellétoile légendaire		New	Selestelar Lendário		New	Легендарная звездная печать		New	Segel Bintang Legendaris		New	전설의 별의 인장	建议修改为전설의 별 인장。现在‘의’意见在重复出现的情况下，如果文章中再出现的话可能会导致~의 ~의 ~의的文章形式。这样非常不自然。	Denied	ตราประทับในตำนาน		New	傳說印記	
	Item Rewards	%s的传说印记		赛季精灵专用的【传说精灵调查】领取奖励的凭证																																		%s的傳說印記	
A1	Item Rewards	可可果		经验道具，小⏎Small EXP item		 	A1	Tartpeach		Updated	ココピー		Approved																									可可果	
	Item Rewards	无花果		经验道具，中⏎Medium EXP item		 		Zestfruit		Updated	ヒミツボミ	ヒミツ（秘密）+ツボミ。果实本身看上去也有点像花蕾。	Approved																									無花果	
	Item Rewards	魔力果		经验道具，大⏎Large EXP item		 		Vinegrape		Updated	魔力の実		Approved																									魔力果	
	Item Rewards	镜面相框	性格相框：Personality Mirror	改精灵的正面和负面性格，只在洛克钻商店限量卖，4周1个		 		Mirror Frame		New	ミラーフレーム		New																									鏡面相框	
	Item Rewards	残缺魔镜	魔镜残片：Mirror Shard	单向性格道具⏎可以修正性格带来的负面影响		 		Broken Mirror		New	割れた魔法の鏡		New																									殘缺魔鏡	
	Item Rewards	能力钥匙	能力砥石：Magic Whetstone	个体值数值增加		 					能力の鍵		New																									能力鑰匙	
	Item Rewards	适格钥匙		追加或调整一条个体值⏎Adjusts or rerolls one Individual Aptitude stat.		 		Key of the Worthy		Approved	適性の鍵		New	Llave del Digno		New	Schlüssel der Würdigen		New	Clé du Méritant		New	Chave dos Dignos		New	Ключ достойных		New	Kunci yang Layak		New	자격의 열쇠	以原文以及说明来判断时，比起자격의 열쇠,应该재능의 열쇠更合适。	Denied	กุญแจผู้คู่ควร		New	適格鑰匙	
	Item Rewards	XX血脉秘药		You can use this elixir to change your Jini's bloodline.		 		Bloodline Elixir		Approved				Elixir de Sangre Ancestral		New	Abstammungselixier		New	Élixir de lignée		New	Elixir de Linhagem		New	Эликсир родословной		New	Eliksir Garis Keturunan		New	혈통의 영약	建议省略'의'。영약有些武侠类的感觉，觉得엘릭서, 물약类的比较好。	Denied	อีลิกเซอร์สายเลือดXX		New	XX血脈祕藥	
	Item Rewards	万能血脉秘药		You can use this elixir to change your Jini's bloodline.		 		Omnipotent Bloodline Elixir		Approved	血統の秘薬・万能		New	Elixir de Sangre Ancestral Omnipotente		New	Omnipotentes Abstammungselixier		New	Élixir de lignée omnipotent		New	Elixir de Linhagem Onipotente		New	Универсальный эликсир родословной		New	Eliksir Garis Keturunan Kuasa		New	만능 혈통의 영약	与上述相同	Denied	อีลิกเซอร์สายเลือดครอบจักรวาล		New	萬能血脈祕藥	
	Item Rewards	首领血脉秘药		You can use this elixir to change your Jini's bloodline.		 		Alpha Bloodline Elixir		Approved	ボス血統の秘薬		New	Elixir de Sangre Ancestral Alfa		New	Alpha-Abstammungselixier		New	Élixir de lignée alpha		New	Elixir de Linhagem Alfa		New	Эликсир альфа-родословной		New	Eliksir Garis Keturunan Alpha		New	알파 혈통의 영약	与上述相同	Denied	อีลิกเซอร์สายเลือดอัลฟ่า		New	首領血脈祕藥	
	Item Rewards	首领血脉凝露	首领血脉灵碎：Alpha Bloodline Catalyst	You can use it to brew Alpha Bloodline Elixir		 		Alpha Bloodline Essence		Approved	ボス血統のエッセンス		New	Esencia de Sangre Ancestral Alfa		New	Alpha-Abstammungsessenz		New	Essence de lignée alpha		New	Essência de Linhagem Alfa		New	Эссенция альфа-родословной		New	Esensi Garis Keturunan Alpha		New	알파 혈통의 정수	与上述相同	Denied	เอสเซนส์สายเลือดอัลฟ่า		New	首領血脈凝露	
	Item Rewards	奇异血脉秘药		You can use this elixir to change your Jini's bloodline to a rare bloodline.		 		Exotic Bloodline Elixir		Approved	奇異血統の秘薬	SEN：血脈术语辛苦先确认。	Approved	Elixir de Sangre Ancestral Exótico		New	Exotisches Abstammungselixier		New	Élixir de lignée exotique		New	Elixir de Linhagem Exótica		New	Эликсир экзотической родословной		New	Eliksir Garis Keturunan Eksotis		New	기이한 혈통의 영약	与上述相同	Denied	อีลิกเซอร์สายเลือดจำเพาะ		New	奇異血脈祕藥	
